S.No.,Zone,Circle,Division,Substation,FeederBay,EnergyMeterSerialNo,InterfaceType,Month,Year,Import Energy(Transmission),Export Energy(Transmission),Name of Distribution S/S and/or 33kv and above Consumer feeder,Receipt Energy for Month,Name of Distribution Division,Name of Distribution Discom
345,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWAR-II FEEDER,XB6580790,T-D,July,2024,0,4592,BAKEWAR_24336,4592,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,LAKHANA_24625,2171,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BAKEBER 2_22087,4592,EDD II ETAWAH,DAKSHINANCHAL
348,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,"33KV BAHADURPUR, FEEDER",XB569508,T-D,July,2024,0,882.8,BAHADUPUR DHAR_24332,883,EDD II ETAWAH,DAKSHINANCHAL
349,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVAT/F 1st,UP-6695A,T-D,July,2024,0,8803.2,,,,
350,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVA T/F-2nd,UP-6696A,T-D,July,2024,0,8356.8,,,,
351,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV BUS COUPLER BAY,SIEM0466,T-D,July,2024,0,0,,,,
352,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR RURAL,SIEM0462,T-D,July,2024,0,4845.2,JASWANT NAGAR_22345,1274,EDD III SAIFAI,DAKSHINANCHAL
353,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR(HV-I),SIEM0470,T-D,July,2024,0,6030.4,JASWANT NAGAR_22345,6030,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,JUGAURA_24557,638,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,BALRAI_24338,2295,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,SIRSA BIBAMAU_24870,638,EDD III SAIFAI,DAKSHINANCHAL
357,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV RAINAGAR,SIEM0464,T-D,July,2024,0,707.6,RAINAGAR_24787,707,EDD III SAIFAI,DAKSHINANCHAL
358,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV SHAHJAHANPUR,SIEM0463,T-D,July,2024,0,2624.4,SHAHJHANPUR_24853,1320,EDD III SAIFAI,DAKSHINANCHAL
359,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV MAHOLA,SIEM0461,T-D,July,2024,0,1914.4,MAHOLA_24643,1914,EDD III SAIFAI,DAKSHINANCHAL
360,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,40 MVA TRANSFORMER IInd BAY,UPP40104,T-D,July,2024,0,8071.68,,,,
361,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,40MVA TRANSFORMER I BAY,UPP40103,T-D,July,2024,0,8065.68,,,,
362,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,132 KV TSS SAIFAI BAY,UP-5241-A,T-D,July,2024,36.96,92.95,,,,
,,,,,,,,,,,,,,,
364,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63MVA T/F I,UP0621A,T-D,July,2024,0,16150.5,,,,
365,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63MVA T/F II,UP5159A,T-D,July,2024,0,24589.5,,,,
366,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER ETAWAH,X1484978,T-D,July,2024,0,8500,MAINPURI FATAK_20107,8500,EDD I ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,GURU TEG BAHADUR_20162,8500,EDD I ETAWAH,DAKSHINANCHAL
368,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER RAMLEELA,X1484931,T-D,July,2024,0,4416.4,RAM LEELA_20156,4416,EDD I ETAWAH,DAKSHINANCHAL
369,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER RAJA KA BAG,X1484932,T-D,July,2024,0,1476.4,RAJA KA BAGH_20163,1476,EDD I ETAWAH,DAKSHINANCHAL
370,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33KV FEEDER AWASH VIKAS,Y0197588,T-D,July,2024,0,1435.15,AWAS VIKAS_24275,1435,EDD I ETAWAH,DAKSHINANCHAL
371,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER FRIENDS COLONY 1,Y0197541,T-D,July,2024,0,5140,FRIENDS COLONY - 1_20110,5140,EDD I ETAWAH,DAKSHINANCHAL
372,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER DISTRICT COURT,Y0197559,T-D,July,2024,0,30.49,,,,
373,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER CHAUBIA,UPP40489,T-D,July,2024,0,5739.2,BASREHAR_24362,2810,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,CHAUBIA_24430,2928,EDD III SAIFAI,DAKSHINANCHAL
375,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV BUS COUPLER,UPP40492,T-D,July,2024,0,0,,,,
376,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV DISTRICT HOSPITAL,UPP40493,T-D,July,2024,0,167.35,,,,
377,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FRIENDS COLONY 2,UPP40506,T-D,July,2024,0,5722.6,FRIENDS COLONY - 2_20157,5723,EDD I ETAWAH,DAKSHINANCHAL
378,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER SUNDERPUR,UPP40449,T-D,July,2024,0,6794.4,SUNDER PUR_20108,6794,EDD I ETAWAH,DAKSHINANCHAL
379,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER KUNERA,UPP40499,T-D,July,2024,0,2889.7,KUNERA_24614,2890,EDD III SAIFAI,DAKSHINANCHAL
380,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV ENGG+KALIWAHAN,7252884,T-D,July,2024,0,8976,ENGINEERING COLLEGE_20109,8817,EDD I ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,KALI WAHAN_20111,8817,EDD I ETAWAH,DAKSHINANCHAL
382,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV MOTHER DAIRY,UPP26125,T-D,July,2024,0,494.37,,,,
383,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33KV FEEDER UDI SARAI BHUPAT,7252935,T-D,July,2024,0,4057.2,UDI_24907,2437,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,PACHAYGANV_24736,2437,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,SARAI BHUPAT_24833,1620,EDD III SAIFAI,DAKSHINANCHAL
386,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63 MVA T/F III,UP-5138-A,T-D,July,2024,0,14914.01,,,,
387,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV PALI,UPP65392,T-D,July,2024,0,963.38,PALI_24706,963.38,EDD I KANPUR,DAKSHINANCHAL
388,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV BHARU,UPP65394,T-D,July,2024,0,2712.4,BHARU_24386,2712.4,EDD I KANPUR,DAKSHINANCHAL
389,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV NAVELI-I,UPP65393,T-D,July,2024,0,5.72,,,,
390,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV NAVELI-II,UPP65389,T-D,July,2024,0,50.12,,,,
391,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV SAMBHUA PAMP CANAL,UPP65390,T-D,July,2024,0,21.7,,,,
392,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV PASEVA,UPP65388,T-D,July,2024,0,2014.42,PASEWA_24761,1493.3,EDD GHATAMPUR,DAKSHINANCHAL
,,,,,,,,,,,,KORIA_24600,521.12,EDD GHATAMPUR,DAKSHINANCHAL
394,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV MURLIPUR PATARI,UPP65471,T-D,July,2024,0,638.6,MP PATARI_24676,638.6,EDD GHATAMPUR,DAKSHINANCHAL
395,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV BUS COUPLER,UPP65480,T-D,July,2024,0,0,,,,
396,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV SARH,UPP65391,T-D,July,2024,0,2870.38,SARH_24840,2870.38,EDD I KANPUR,DAKSHINANCHAL
397,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV DFC-I,UPP65386,T-D,July,2024,0,218.59,DEFENCE CORRIDOR_22806,229.1,EDD I KANPUR,DAKSHINANCHAL
398,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV DFC-II,UPP65387,T-D,July,2024,0,10.49,,,,
399,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV _Paras,X1215228,T-D,July,2024,0,1095.2,PARAS_24757,1095.2,EDD GHATAMPUR,DAKSHINANCHAL
400,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV_ Bus Coupler,X1215245,T-D,July,2024,0,0,,,,
401,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,132KV Ghatampur-Ghatampur TSS line_Apex Main,UP0091A,T-D,July,2024,41.64,698.33,GHATAMPUR_24490,1913.81,EDD GHATAMPUR,DAKSHINANCHAL
402,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Shambhuwa-II,UP-4868A,T-D,July,2024,0,2040.71,,,,
403,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV Kripalpur (Revna),UP-4866A,T-D,July,2024,0,215.33,,,,
404,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Navedi,UP-4872A,T-D,July,2024,0,911.86,,,,
405,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Ghatampur Town,UP-4873A,T-D,July,2024,0,2854.45,,,,
406,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Shyodhari (Revna),UP-4867A,T-D,July,2024,0,3080.69,,,,
407,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Ghatampur Rural + Bhadras,UP-4869A,T-D,July,2024,0,2607.9,,,,
408,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Baripal (Gujjela),UP-4871A,T-D,July,2024,0,480.71,,,,
409,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Sajeti,UP-4870A,T-D,July,2024,0,1804.26,,,,
410,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV SHAMBHUWA PUMP CANAL,UP-4865A,T-D,July,2024,0,28.98,,,,
411,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Neyvelli Lignite - I,UP-4862A,T-D,July,2024,0,231.9,,,,
412,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Neyvelli Lignite - II,UP-4861A,T-D,July,2024,0,420.56,,,,
413,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Pasewa (Baripal),UP-4863A,T-D,July,2024,0,885.49,,,,
414,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Moosanagar,UP-4864A,T-D,July,2024,0,2796.26,MOOSA NAGAR_24938,2190.08,EDD KANPUR DEHAT,DAKSHINANCHAL
415,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,132 KV Ghatampur - Ghatampur TSS Line _Apex Check New,UP-4874A,T-D,July,2024,40.66,698.16,,,,
416,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Krishna Nagar-I,GQQ5249809,T-D,July,2024,0,6814.86,RING ROAD,10721.32,HARRIS GANJ,KESCO
417,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Ruma,VPC89502,T-D,July,2024,0,2257.8,ROOMA HAL,2257.8,HARRIS GANJ,KESCO
418,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Pokherpur,GQQ5249751,T-D,July,2024,0,6928.2,POKHARPUR,10328.2,JAJMAU,KESCO
419,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Air-Force-I + MES,GQQ5249824,T-D,July,2024,0,2284.04,,,,
420,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Jajmau,GQQ5249750,T-D,July,2024,0,6025.64,CHABILEPURWA,9136.64,JAJMAU,KESCO
421,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV HAL-I,KAU08828,T-D,July,2024,0,986.04,,,,
422,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV HAL-II,UPP26088,T-D,July,2024,0,0,,,,
423,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Krishna Nagar-II,GQQ5249753,T-D,July,2024,0,3906.46,RING ROAD,10721.32,HARRIS GANJ,KESCO
424,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Kanshi Ram Hospital,VPC89500,T-D,July,2024,0,0,,,,
425,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV P.A.C,X1215211,T-D,July,2024,0,5610,37 PAC,4210,DAHELI SUJANPUR,KESCO
426,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Bus coupler -II,7033898,T-D,July,2024,0,0,,,,
427,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV _ GANGA POLLUTION,GQQ5249774,T-D,July,2024,0,3173.5,,,,
428,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV Bus coupler -I,UPC89509,T-D,July,2024,0,0,,,,
429,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV DELHI SUJANPUR NEW,X1484928,T-D,July,2024,0,3381.2,,,,
430,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV AIR FORCE II NEW,X1484839,T-D,July,2024,0,699.2,,,,
431,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV HARISHGANJ,X1484842,T-D,July,2024,0,7217.6,,,,
432,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV JK COTTON,X1215182,T-D,July,2024,0,155.6,,,,
